time,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,q_des1,q_des2,q_des3,q_des4,q_des5,q_des6,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,tau_meas1,tau_meas2,tau_meas3,tau_meas4,tau_meas5,tau_meas6,tau_ff1,tau_ff2,tau_ff3,tau_ff4,tau_ff5,tau_ff6,kp1,kp2,kp3,kp4,kp5,kp6,kd1,kd2,kd3,kd4,kd5,kd6,qdot_des1,qdot_des2,qdot_des3,qdot_des4,qdot_des5,qdot_des6,tau_residual1,tau_residual2,tau_residual3,tau_residual4,tau_residual5,tau_residual6,tau_residual_corrected1,tau_residual_corrected2,tau_residual_corrected3,tau_residual_corrected4,tau_residual_corrected5,tau_residual_corrected6
0.000000000,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,-0.039611816,0.091249466,0.071838379,0.036926270,-0.024673462,0.001510620,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,0.000004948,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,0.015304565,-6.113067627,5.168092728,1.394292831,-0.668436050,-0.001068115,0.000004948,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.015299617,-0.002124786,0.040372372,0.065828919,0.011029303,0.000373746,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
0.009584188,0.215335846,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,-0.062438965,0.019836426,0.012756348,0.113464355,-0.059921265,-0.020645142,0.215335846,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,0.000004941,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,0.024642944,-6.103912354,5.175874710,1.385992050,-0.693217278,-0.007904053,0.000004941,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.024638003,0.007030487,0.048154354,0.057528138,-0.013751924,-0.006462192,0.004669193,0.004577637,0.003890991,-0.004150391,-0.012390614,-0.003417969
0.019571304,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175452232,-0.074523926,-0.058290482,-0.043640137,0.083923340,0.001510620,0.014602661,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175068855,0.000004951,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,-0.006484985,-6.102081299,5.198183060,1.378728867,-0.673563004,0.009613037,0.000004951,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.006489936,0.004920483,0.068473339,0.050632119,0.005634367,0.011054072,-0.017639164,0.001645088,0.016139984,-0.007364273,0.004663785,0.009398864
0.029656887,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175068855,-0.105411530,-0.091859818,-0.010070801,-0.106754303,0.029708862,0.052871704,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175452232,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.000778198,-6.109405518,5.168092728,1.395851135,-0.700907707,-0.007904053,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000773247,-0.002402782,0.038382053,0.067753553,-0.021710515,-0.006463868,-0.007781985,-0.004258633,-0.010463476,0.007317871,-0.017010823,-0.006089307
0.039692163,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175452232,-0.157779694,0.058898926,0.079895020,-0.120182037,0.003524780,-0.010574341,0.215335846,0.043910027,0.619929314,1.794592857,0.283982277,0.175068855,0.000004944,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,0.008560181,-6.120391846,5.157197952,1.418678284,-0.679117203,-0.006195068,0.000004944,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008555237,-0.013390064,0.027488232,0.090581536,0.000080168,-0.004754033,0.000000003,-0.012196732,-0.017085838,0.024116683,0.003823888,-0.003503578
0.049644947,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175452232,-0.028869629,-0.053407669,0.122863770,-0.057067871,-0.024673462,0.011581421,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175452232,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.005966187,-6.164337158,5.173799515,1.389623642,-0.689799309,-0.008331299,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.005961236,-0.057334423,0.044088840,0.061526060,-0.010602117,-0.006891114,-0.002161665,-0.046784242,-0.000404358,-0.004115661,-0.005715330,-0.004700549
0.059612274,0.215335846,0.044293404,0.619929314,1.794592857,0.283982277,0.175452232,-0.081237793,0.099794388,-0.063781738,-0.074523926,0.014602661,0.094161987,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175452232,0.000004948,-6.110943794,5.127720833,1.328464746,-0.679465175,-0.001441011,0.022567749,-6.080108643,5.204408646,1.381841660,-0.666727066,-0.012603760,0.000004948,-6.110943794,5.127720833,1.328464746,-0.679465175,-0.001441011,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.022562801,0.030835152,0.076687813,0.053376913,0.012738109,-0.011162749,0.012377057,0.035473142,0.027595384,-0.010512693,0.015107053,-0.007690444
0.069678783,0.215335846,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,-0.026184082,0.007019043,-0.027526855,-0.040954590,-0.030715942,-0.032730103,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175068855,0.000004951,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,-0.021011353,-6.074615479,5.183656693,1.435279846,-0.691508293,-0.013458252,0.000004951,-6.107001781,5.129709721,1.328096747,-0.679197371,-0.001441035,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.021016303,0.032386303,0.053946972,0.107183099,-0.012310922,-0.012017217,-0.027301791,0.032396257,0.004247725,0.037881806,-0.008699231,-0.007476797
0.079612732,0.215335846,0.044293404,0.619545937,1.794592857,0.283598900,0.175068855,0.165832520,0.077819824,-0.028869629,0.050354004,-0.067981720,-0.071002960,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175068855,0.000004948,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,-0.004409790,-6.092926025,5.136445999,1.380285263,-0.691081047,-0.000640869,0.000004948,-6.110942841,5.127720356,1.328463912,-0.679465353,-0.001441861,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,-0.004414739,0.018016815,0.008725643,0.051821351,-0.011615694,0.000800992,-0.009511312,0.016023795,-0.036420981,-0.015537726,-0.007114669,0.004747921
0.089659929,0.214952469,0.044293404,0.619929314,1.794592857,0.283982277,0.175452232,-0.039611816,0.032043457,0.040954590,0.047668457,-0.004531860,-0.025680542,0.214952469,0.043910027,0.619929314,1.794592857,0.283982277,0.175452232,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.008560181,-6.074615479,5.176912308,1.397407532,-0.688944817,-0.015167236,0.000004951,-6.107002735,5.129710674,1.328097582,-0.679197192,-0.001440185,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.008555230,0.032387257,0.047201633,0.069309950,-0.009747624,-0.013727051,0.003112791,0.027354813,0.001849508,0.001755786,-0.004721940,-0.008802110
